age,studytime,failures,absences,G1,G2,traveltime,freetime,goout,health,internet,paid,activities,nursery,higher,romantic,famrel,schoolsup,famsup,G3,grade
21,4,0,26,16,6,3,3,4,3,0,1,1,0,1,1,2,0,0,13,C
16,4,0,11,18,19,3,4,4,4,0,0,1,0,1,0,4,1,1,18,A
18,3,0,16,8,9,3,2,4,4,1,0,1,0,0,1,3,1,1,8,D
15,2,0,5,17,17,4,1,2,3,0,0,1,0,1,0,2,1,1,17,A
20,1,0,0,7,7,1,4,4,4,0,0,0,0,1,1,5,1,0,10,C
15,1,0,4,12,9,3,2,4,4,0,0,0,0,0,0,4,1,0,12,C
21,2,0,24,18,4,4,2,1,3,0,1,0,0,0,1,5,1,1,8,D
18,4,0,27,12,13,3,2,1,5,0,1,0,1,0,0,2,0,0,9,D
20,4,0,13,18,15,2,4,2,4,1,1,0,0,1,0,5,0,0,20,A
21,4,3,4,17,4,2,4,3,4,0,0,1,1,1,1,5,0,0,10,C
16,4,0,21,8,6,1,3,1,4,0,1,0,0,0,1,1,1,0,8,D
17,2,0,23,13,11,4,2,2,4,1,0,0,1,1,0,2,1,0,9,D
15,4,0,26,7,11,2,2,4,3,1,0,1,1,0,0,5,1,1,10,C
19,3,0,0,10,14,2,2,4,5,1,0,0,0,1,1,3,0,1,13,C
19,4,0,29,18,7,4,3,2,5,0,0,0,0,0,0,2,1,1,12,C
18,1,0,17,9,9,3,2,4,1,0,1,0,1,1,1,1,0,1,9,D
16,4,0,15,7,18,4,4,4,4,0,1,0,1,1,0,4,1,0,13,C
15,2,0,8,16,11,3,2,3,4,0,1,1,0,1,0,5,1,1,11,C
16,1,0,18,16,10,2,1,4,1,1,0,1,0,0,1,3,1,1,11,C
15,2,0,21,18,14,2,4,1,5,1,1,0,0,0,1,1,0,0,16,B
18,2,0,4,13,10,2,3,4,2,0,1,1,1,0,1,2,1,0,12,C
18,1,0,26,5,16,1,2,2,2,0,0,0,0,1,0,5,0,0,9,D
19,2,0,1,4,7,1,1,3,5,0,1,1,0,0,0,1,1,0,7,D
16,2,1,29,7,12,1,3,4,4,0,0,1,0,1,0,1,1,1,6,F
20,4,0,14,7,15,4,3,2,2,1,1,1,0,0,1,3,1,0,12,C
19,3,0,6,16,13,2,4,1,3,1,1,1,0,0,0,4,1,0,9,D
16,2,0,3,4,9,2,3,4,3,0,1,1,1,1,0,4,0,0,6,F
19,2,2,0,9,17,4,3,3,1,1,0,1,1,1,1,4,1,0,11,C
20,2,0,12,7,15,1,3,4,5,0,1,1,0,0,0,2,0,0,10,C
17,4,0,19,4,14,4,3,2,5,0,1,1,0,0,0,1,1,0,8,D
17,3,0,21,4,6,1,2,3,2,1,1,1,1,1,1,2,1,1,4,F
17,1,0,6,18,8,2,2,4,4,0,1,1,0,1,1,1,1,1,14,B
17,4,0,14,16,8,3,2,1,5,1,0,1,1,0,1,3,0,1,13,C
21,4,0,22,4,17,1,2,3,2,0,0,0,0,1,1,3,1,0,12,C
15,3,2,13,11,8,2,1,1,2,1,1,1,1,0,1,2,0,0,4,F
21,3,0,22,13,11,2,2,2,5,0,1,0,1,0,1,2,0,1,11,C
21,4,1,18,11,19,3,3,4,2,1,1,1,0,0,1,3,1,1,13,C
21,1,3,21,5,12,2,2,1,1,0,0,0,1,1,1,5,0,1,2,F
17,4,0,28,14,16,2,2,2,1,0,1,0,0,0,1,4,1,1,13,C
20,3,0,23,16,12,1,4,4,5,1,1,0,1,0,0,4,0,0,13,C
18,1,0,19,10,16,1,3,2,4,0,0,1,0,1,1,3,0,1,13,C
18,3,0,28,17,9,3,2,1,1,1,0,1,0,1,1,4,0,0,9,D
15,1,0,23,11,9,3,2,2,1,1,0,1,0,1,0,5,0,0,12,C
17,2,2,17,11,12,2,2,3,5,0,1,1,1,0,1,5,1,0,8,D
17,3,1,9,14,7,1,1,4,3,0,0,0,0,1,0,1,0,1,9,D
17,3,0,8,13,9,3,2,2,2,0,0,1,0,1,0,2,1,1,13,C
19,4,0,24,18,7,3,4,1,1,0,1,1,0,0,1,4,0,1,10,C
16,3,1,7,14,14,4,3,4,3,1,0,1,1,0,0,5,1,0,11,C
19,3,3,25,16,19,3,3,3,4,0,1,1,0,0,1,2,1,0,11,C
16,2,1,29,10,4,2,2,4,3,0,1,1,1,0,1,2,0,1,6,F
17,3,0,28,8,10,1,2,3,5,0,0,1,1,1,0,1,0,0,8,D
17,2,0,9,4,17,3,2,4,4,1,1,1,1,0,0,2,1,1,11,C
19,2,0,16,15,13,4,3,2,4,0,0,1,0,1,0,2,0,0,12,C
19,2,0,1,12,14,1,3,2,3,1,0,0,0,0,1,3,0,0,14,B
16,2,0,5,16,15,3,1,1,5,0,0,0,1,0,1,1,0,0,17,A
18,1,0,25,19,9,4,4,3,1,1,1,1,0,1,0,1,0,0,14,B
16,4,1,4,10,12,3,1,1,3,0,0,1,0,1,1,4,0,0,10,C
19,1,0,27,5,10,1,4,2,1,0,1,1,1,1,1,2,0,0,7,D
20,3,0,29,9,16,1,1,3,3,1,1,1,1,0,0,4,0,0,12,C
19,1,0,8,5,10,1,3,1,1,0,1,0,0,0,0,5,0,1,8,D
20,1,0,4,18,5,2,1,1,3,0,0,0,1,1,0,2,0,0,13,C
15,3,0,17,4,15,3,4,1,4,0,1,1,0,1,0,5,1,0,11,C
19,3,0,25,17,14,2,2,1,2,1,1,0,1,0,0,3,0,1,14,B
15,3,1,19,10,18,1,4,1,4,0,0,0,0,1,0,2,0,1,13,C
18,1,0,8,16,12,4,2,3,1,1,0,1,0,1,0,4,0,1,13,C
16,1,0,16,19,13,3,3,1,5,1,1,1,1,0,0,4,0,1,13,C
20,3,0,26,5,12,2,4,3,4,1,1,1,0,1,0,2,0,0,8,D
16,4,2,16,16,9,3,1,1,2,0,0,0,0,0,0,4,1,0,9,D
15,4,1,11,17,16,4,4,2,1,1,1,0,1,0,1,2,1,1,13,C
20,2,1,6,17,6,2,2,2,4,1,1,1,0,0,1,1,0,0,11,C
16,3,0,26,5,4,1,3,1,3,0,1,1,0,1,0,4,1,1,0,F
19,2,0,2,16,7,2,1,4,5,1,1,0,0,1,1,2,0,0,16,B
17,4,0,9,14,17,3,4,2,1,1,0,0,1,1,1,2,0,0,18,A
15,2,0,1,8,17,3,2,3,4,0,1,1,1,1,1,4,1,0,12,C
16,3,2,24,17,6,3,1,1,1,0,0,0,1,0,1,1,1,0,8,D
15,3,0,2,8,17,3,3,3,3,1,1,1,1,0,1,4,1,0,13,C
21,3,2,15,19,15,1,1,4,2,0,0,1,1,1,1,2,1,1,12,C
15,1,1,1,10,4,2,3,1,4,0,1,0,0,1,0,1,1,0,6,F
20,2,0,27,4,6,1,1,2,1,0,0,0,0,1,0,5,0,0,4,F
21,4,2,23,11,19,1,4,3,1,1,1,0,0,1,1,3,0,0,12,C
20,4,0,9,6,17,1,2,2,1,1,0,1,1,0,1,4,0,0,12,C
17,4,0,5,7,17,3,4,2,2,0,1,1,0,1,0,2,1,0,11,C
21,1,0,21,18,7,3,4,1,1,1,1,1,1,0,1,1,0,1,11,C
19,1,0,25,12,16,3,3,3,5,0,0,1,0,1,1,1,1,0,12,C
15,3,0,10,7,16,2,3,4,5,0,0,1,1,1,1,5,0,1,12,C
16,4,0,22,13,18,4,3,2,1,0,0,1,0,1,1,4,1,0,15,B
18,1,0,6,15,17,3,4,1,5,0,0,0,0,0,1,1,1,0,16,B
15,3,0,26,18,11,2,1,1,4,0,0,1,1,1,0,5,0,1,13,C
15,4,0,28,8,12,3,1,4,5,1,1,1,0,0,0,2,0,0,10,C
17,2,0,14,10,6,3,4,1,1,1,0,1,0,0,1,5,0,0,10,C
19,3,0,5,19,9,1,4,2,3,1,0,1,1,1,0,4,0,1,14,B
18,1,0,19,7,13,1,2,1,4,1,1,0,0,0,1,5,1,0,9,D
21,1,1,26,17,14,1,3,3,2,0,0,1,0,0,1,1,0,1,12,C
21,3,1,8,4,18,2,3,3,1,0,0,0,1,0,1,1,1,1,11,C
21,3,1,21,12,8,4,4,2,2,1,0,0,1,1,1,3,0,1,8,D
20,1,1,19,7,19,4,4,3,3,1,1,1,1,0,1,5,0,0,12,C
20,2,0,11,12,9,2,1,4,2,0,0,1,1,0,1,2,0,0,10,C
16,4,1,18,9,7,3,4,1,1,0,1,0,1,1,1,4,0,1,6,F
18,2,0,19,18,13,2,1,2,1,0,1,0,0,1,1,3,0,0,15,B
21,3,0,2,4,9,3,4,4,3,1,0,1,1,0,1,5,1,1,7,D
20,2,1,14,15,19,2,2,1,1,0,1,0,1,0,0,2,0,0,15,B
16,1,0,1,6,10,2,2,4,3,0,0,1,0,0,1,3,1,1,4,F
19,3,1,29,14,12,2,1,2,3,1,0,1,0,0,0,1,0,0,10,C
16,4,1,20,5,13,4,3,2,1,1,0,0,0,1,0,4,1,1,7,D
20,1,2,1,19,10,1,2,4,5,1,0,1,0,1,1,5,0,0,9,D
17,1,2,21,12,9,2,1,1,3,0,0,1,0,0,0,2,0,1,5,F
17,4,0,2,19,4,4,4,3,1,0,1,1,1,1,1,1,0,0,12,C
21,4,0,5,18,5,1,4,3,5,1,1,0,0,0,1,3,1,1,12,C
17,2,0,14,15,4,1,1,4,3,0,1,0,1,1,1,4,1,0,7,D
21,3,0,26,4,12,2,3,2,5,0,1,0,0,1,1,3,0,0,8,D
21,4,0,9,16,13,3,1,1,4,0,0,1,1,0,0,3,0,1,17,A
20,4,1,8,17,13,3,1,1,4,1,0,0,0,0,0,2,0,0,14,B
17,3,1,0,12,12,3,2,2,5,1,1,0,1,0,1,1,1,0,12,C
21,4,0,15,12,10,2,1,3,3,0,0,0,1,0,0,5,0,0,13,C
18,4,0,5,11,19,3,1,1,1,0,1,1,1,1,0,2,1,0,17,A
19,2,0,8,11,16,4,4,4,2,0,1,1,1,1,0,4,0,1,16,B
16,1,0,26,14,5,4,2,3,1,0,1,0,1,0,1,3,1,0,7,D
16,1,2,3,17,9,4,4,4,2,1,1,0,1,1,0,4,1,0,8,D
20,1,0,26,15,14,4,4,3,2,1,0,0,1,1,0,2,1,1,14,B
17,1,0,27,4,7,1,3,2,3,0,0,1,1,0,0,2,0,0,5,F
17,4,0,1,14,4,4,3,4,5,0,1,0,1,0,1,5,1,1,11,C
21,3,0,28,11,4,3,2,4,1,1,1,1,1,1,0,3,0,0,10,C
15,3,0,3,13,15,2,2,2,5,0,1,1,0,0,0,2,1,1,14,B
21,2,0,0,17,8,3,3,4,4,1,1,1,1,0,1,4,0,0,13,C
19,2,0,18,6,15,4,3,3,3,0,1,0,1,1,0,5,1,1,8,D
18,4,0,25,14,5,1,3,1,3,1,0,0,0,1,1,4,1,1,13,C
16,3,0,24,10,7,4,3,1,4,0,1,1,1,0,1,3,0,1,7,D
21,3,1,9,14,4,2,3,2,1,0,1,1,1,1,1,5,0,0,7,D
15,1,0,20,18,7,3,4,3,4,1,0,1,0,0,1,5,1,1,10,C
15,4,0,14,4,14,2,2,4,1,1,0,1,0,0,1,5,1,0,9,D
21,4,0,26,4,9,2,4,4,2,0,0,0,1,1,1,1,0,1,6,F
20,1,3,21,19,13,2,4,1,3,0,0,0,0,1,0,5,1,1,9,D
16,4,0,18,13,7,3,1,4,1,1,0,1,1,0,1,4,1,1,8,D
20,4,1,15,16,4,4,4,1,5,1,0,1,1,0,0,4,0,0,8,D
18,2,0,20,8,10,2,3,2,5,0,0,1,1,0,0,3,0,0,11,C
15,3,0,26,8,17,3,3,4,3,0,0,0,0,1,1,2,0,1,13,C
15,4,0,23,11,5,1,1,3,4,1,0,1,1,0,0,2,1,1,10,C
19,2,0,21,10,12,3,1,4,4,1,1,0,1,1,0,1,1,1,12,C
18,3,3,3,11,16,1,1,1,1,1,0,1,0,0,0,5,1,1,12,C
15,1,0,1,9,6,3,1,2,4,1,1,0,1,1,1,1,0,1,5,F
18,2,0,29,9,11,4,1,1,3,1,1,0,1,0,0,3,1,1,7,D
16,2,0,24,5,16,2,4,4,1,0,1,1,1,1,0,3,0,1,8,D
17,3,0,12,9,11,4,1,1,2,0,1,0,1,0,1,2,0,1,9,D
15,1,0,27,8,6,3,4,1,4,1,1,0,1,0,0,3,1,0,5,F
19,2,0,0,16,7,2,2,2,4,0,1,0,1,0,0,5,0,1,11,C
16,4,1,16,19,5,1,1,3,1,0,1,0,0,0,0,4,1,0,11,C
21,4,0,12,6,7,3,1,4,5,1,1,1,1,1,1,3,0,1,8,D
18,4,0,3,9,14,2,4,2,4,0,0,1,1,1,0,1,0,0,11,C
21,1,2,6,11,14,1,2,3,3,0,1,1,0,1,0,5,0,0,5,F
20,2,0,16,12,14,1,4,1,4,0,1,1,1,1,1,3,1,1,11,C
16,4,3,8,4,19,4,4,3,2,1,1,1,1,1,1,3,0,0,7,D
21,1,0,3,6,17,3,1,1,4,1,1,0,0,0,1,5,1,0,11,C
15,4,2,18,6,12,1,3,1,5,0,0,0,0,1,0,3,0,1,5,F
18,3,0,0,14,5,2,3,2,4,0,1,0,0,1,1,4,0,1,10,C
17,2,1,9,11,15,1,4,1,1,0,0,0,0,1,1,2,0,1,9,D
16,2,3,3,4,15,1,1,2,4,0,0,1,0,1,1,5,1,0,5,F
15,1,0,8,8,16,4,2,3,5,0,1,1,0,0,0,1,1,1,9,D
19,1,3,12,6,19,4,3,3,1,0,1,0,0,0,1,3,1,0,5,F
20,2,0,13,5,6,2,2,1,3,1,0,1,1,0,1,2,1,1,4,F
18,4,0,9,18,18,4,3,2,1,0,1,0,1,0,1,1,1,1,18,A
16,4,0,5,11,14,1,1,1,2,0,1,0,1,1,1,1,0,0,12,C
16,3,0,15,6,14,1,4,2,1,1,0,1,0,1,1,4,0,0,12,C
17,4,0,5,10,18,4,2,2,3,0,0,1,1,0,0,2,1,0,15,B
17,1,0,16,15,7,1,2,2,4,0,1,1,0,0,0,5,1,1,9,D
19,1,0,9,14,8,1,4,3,1,0,1,1,1,1,1,2,1,1,9,D
20,4,1,17,4,4,2,2,2,1,0,1,1,1,1,1,2,1,1,4,F
19,1,1,26,9,10,4,3,3,1,1,0,1,1,0,1,1,0,0,7,D
15,2,0,21,6,19,1,4,2,1,0,1,1,1,0,0,4,1,0,11,C
15,2,0,17,11,17,4,3,3,3,1,0,0,0,0,0,4,1,0,15,B
19,4,0,2,9,13,2,3,4,5,0,0,1,0,0,0,2,1,0,12,C
20,2,0,19,15,19,4,1,3,5,0,1,0,1,1,0,2,1,1,17,A
19,2,0,26,5,10,1,3,3,1,1,0,0,0,1,1,3,0,0,7,D
20,3,0,20,9,12,4,1,1,3,0,1,1,0,1,1,1,0,0,11,C
20,3,0,24,10,7,1,2,2,3,1,1,0,1,0,1,5,1,1,7,D
21,2,3,27,8,17,1,2,4,1,1,0,1,0,1,1,5,0,1,6,F
18,4,0,14,6,17,1,1,1,2,1,1,0,0,1,0,4,0,0,13,C
20,3,0,14,7,9,2,3,2,1,0,0,0,0,0,1,1,1,0,9,D
17,1,0,3,7,14,4,4,4,2,0,0,0,0,0,0,4,1,0,11,C
20,1,0,28,9,5,2,4,4,1,0,1,1,1,0,0,5,0,0,7,D
20,1,0,26,13,15,4,1,4,2,0,1,0,1,0,1,2,0,0,10,C
20,4,0,8,4,15,2,2,2,2,1,1,0,0,0,0,1,0,0,9,D
21,2,0,26,14,17,3,2,4,1,0,1,0,1,0,0,1,0,1,14,B
21,1,0,25,7,7,1,4,4,2,0,0,1,1,1,1,3,0,1,5,F
15,4,3,18,13,5,1,1,1,4,1,0,0,1,1,0,2,1,1,10,C
21,3,2,23,16,13,2,4,3,5,1,0,1,0,1,0,2,0,1,12,C
17,2,0,27,7,8,3,3,2,3,0,1,0,0,1,1,4,0,0,7,D
17,3,0,16,13,18,1,3,3,2,1,0,0,1,1,0,1,0,0,14,B
21,4,0,10,19,10,4,1,1,2,1,0,0,1,1,0,4,0,0,14,B
19,1,0,24,4,16,2,1,3,3,1,1,1,0,0,1,2,0,0,9,D
18,1,0,8,12,4,1,3,4,2,1,1,0,1,0,0,3,0,1,8,D
21,4,0,9,7,18,1,2,4,3,1,1,0,0,0,1,1,0,0,12,C
20,1,0,17,10,13,2,1,2,1,0,0,0,1,1,0,2,0,0,10,C
16,2,0,19,15,13,2,3,2,4,0,1,0,0,1,0,3,1,0,15,B
18,4,0,12,17,10,4,3,2,4,0,0,1,0,0,1,5,1,0,16,B
18,3,3,7,6,13,4,2,1,5,0,0,0,0,0,1,2,0,1,6,F
17,4,2,6,13,16,1,2,2,2,0,0,0,0,0,0,5,1,0,10,C
18,2,1,16,15,9,1,2,1,5,0,0,0,1,0,1,4,1,1,10,C
21,2,0,20,6,9,2,2,4,1,0,0,0,0,0,0,5,1,0,9,D
20,4,2,22,17,15,1,4,3,4,1,1,1,1,1,1,2,1,0,15,B
20,4,0,14,11,11,1,2,4,1,0,0,0,0,1,0,5,1,0,13,C
15,1,1,19,11,11,2,4,4,1,0,1,0,0,1,0,1,1,1,10,C
20,2,0,14,14,9,1,1,4,2,0,0,1,1,0,0,2,0,0,11,C
20,4,1,0,15,6,1,3,2,1,1,0,0,1,1,0,3,0,0,11,C
17,4,0,24,4,8,3,4,2,4,0,1,0,1,0,0,5,1,0,5,F
20,2,2,13,13,5,4,1,2,5,0,0,0,0,1,1,1,0,1,6,F
15,4,2,4,5,18,2,1,3,4,1,0,1,0,0,1,4,1,1,11,C
16,1,0,10,19,17,3,4,2,2,0,1,0,1,0,0,4,0,0,15,B
21,2,0,15,11,8,4,1,1,4,0,1,1,0,1,0,5,0,1,8,D
17,1,3,1,4,17,4,1,4,3,1,0,1,1,1,1,4,0,0,6,F
